,Locality,Sponsored,Number of votes,Ratings_out_of_5,Charges_for_two,Cuisines,Wine and Beer,Vegetarian Only,Vegan Options,Sugar Free Options,Buffet
248,Bavdhan,"Casual Dining, Bar",356,4.0,1200,"North Indian, Chinese, Seafood, Mughlai",0,0,0,0,0
249,Bhugaon,Casual Dining,805,3.7,800,"North Indian, Chinese",0,0,0,0,0
250,Baner,Casual Dining,1044,4.2,1100,Maharashtrian,0,0,0,0,0
251,Kharadi,"Bar, Casual Dining",175,3.9,1300,"Italian, Mexican, Chinese, North Indian, Desserts",0,0,0,0,0
252,Katraj,Delivery,229,4.2,0,"Chinese, North Indian, Biryani",0,0,0,0,0
253,Pimple Nilakh,Quick Bites,157,3.8,350,"North Indian, Chinese",0,0,0,0,0
254,Hadapsar,Bakery,53,3.5,200,"Bakery, North Indian",0,1,0,0,0
255,Senapati Bapat Road,Fine Dining,962,4.2,2500,"Rajasthani, Gujarati, North Indian",0,1,0,0,1
256,Kothrud,"Bakery, Dessert Parlor",339,4.3,600,"Bakery, Desserts",0,1,0,0,0
257,Baner,"Bar, Casual Dining",180,4.0,1700,"Finger Food, Continental, Italian",0,0,0,0,0
258,Karve Nagar,Casual Dining,329,3.9,800,"North Indian, Chinese",0,1,0,0,0
259,NIBM Road,Quick Bites,0,0.0,350,"Fast Food, North Indian",0,0,0,0,0
260,Kalyani Nagar,"Casual Dining, Bar",59,4.0,1200,"Continental, North Indian, Cafe",0,0,0,0,0
261,Koregaon Park,"Pub, Casual Dining",1055,3.8,1900,"Continental, Chinese, North Indian, Italian",0,0,0,0,0
262,Aundh,"Bar, Casual Dining",153,4.1,1500,"North Indian, Continental",0,0,0,0,0
263,Kalyani Nagar,Casual Dining,335,4.2,1400,"European, Continental, Italian, Tea, Coffee",0,0,0,0,0
264,Dhole Patil Road,"Bar, Casual Dining",441,4.2,1400,"North Indian, Continental, Italian",0,0,0,0,0
265,Viman Nagar,Casual Dining,1628,4.5,1600,"Japanese, Sushi, Vietnamese, Thai, Korean, Chinese, Asian",0,0,0,0,0
266,Hinjawadi,"Takeaway, Delivery",88,4.7,0,"Pizza, Italian, Desserts, Beverages",0,0,0,0,0
267,Koregaon Park,"Casual Dining, Bar",2624,4.2,1300,"North Indian, Chinese, Continental, Salad",0,0,0,0,0
268,Baner,Casual Dining,57,3.9,700,"Seafood, North Indian, Maharashtrian, Chinese, Kebab, Biryani",0,0,0,0,0
269,Koregaon Park,"Casual Dining, Bar",2624,4.2,1300,"North Indian, Chinese, Continental, Salad",0,0,0,0,0
270,Mundhwa,Lounge,275,3.9,3000,"Asian, Continental",0,0,0,0,0
271,Pimple Saudagar,"Lounge, Bar",1256,4.1,1500,"North Indian, Continental",0,0,0,0,0
272,Koregaon Park,Quick Bites,161,4.4,500,"Fast Food, Continental",0,1,0,0,0
273,Kothrud,Café,145,4.2,150,"Cafe, Fast Food",0,0,0,0,0
274,Bavdhan,"Lounge, Casual Dining",1408,3.9,2000,"Chinese, Thai, Malaysian, Indonesian, Asian, North Indian",0,0,0,0,0
275,Kharadi,"Casual Dining, Bar",216,4.0,900,"Burger, American, BBQ, North Indian",0,0,0,0,0
276,Senapati Bapat Road,"Casual Dining, Bar",616,4.4,2000,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",0,0,0,0,0
277,East Street,Casual Dining,474,4.3,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
278,Kothrud,Quick Bites,0,0.0,250,"Parsi, Fast Food, Biryani",0,0,0,0,0
279,SB Road - Aundh,Delivery,257,4.0,0,"Fast Food, Italian, Pizza",0,0,0,0,0
280,Koregaon Park,Quick Bites,669,4.5,200,"Momos, Tibetan, Beverages",0,0,0,0,0
281,Bund Garden Road,Lounge,705,4.1,2500,"Bar Food, Kebab, Mexican",0,0,0,0,0
282,FC Road,Quick Bites,1992,4.0,600,"South Indian, Fast Food, Street Food",0,1,0,0,0
283,Hinjawadi,"Fine Dining, Bar",791,4.3,2500,"Asian, North Indian, Continental, European, Salad",0,0,0,0,0
284,Dhole Patil Road,"Casual Dining, Bar",546,4.6,1200,"Asian, Chinese",0,0,0,0,0
285,JM Road,Casual Dining,130,4.1,700,Maharashtrian,0,0,0,0,0
286,Erandwane,Quick Bites,326,4.2,250,"Fast Food, South Indian, Street Food",0,1,0,0,0
287,Baner,"Bar, Casual Dining",81,4.4,1400,"North Indian, Asian, Mughlai, Bar Food",0,0,0,0,1
288,Kothrud,Dessert Parlor,83,3.8,300,"Desserts, Beverages",0,1,0,0,0
289,Viman Nagar,Casual Dining,1097,3.7,500,"North Indian, Chinese",0,1,0,0,0
290,Kothrud,Casual Dining,317,4.2,1400,"Fast Food, Modern Indian, North Indian, Desserts",0,0,0,0,0
291,Kalyani Nagar,Casual Dining,1712,3.8,800,"North Indian, Lebanese, Mediterranean, Mughlai",0,0,0,0,0
292,Kothrud,Casual Dining,1496,4.2,700,"Italian, Salad, Fast Food, Beverages",0,0,0,0,0
293,Baner,"Bar, Casual Dining",2107,4.3,1500,"European, Italian, North Indian, Asian, Salad, Desserts",0,0,0,0,0
294,NIBM Road,"Microbrewery, Pub",2235,4.2,2000,"Finger Food, North Indian",0,0,0,0,0
295,Mundhwa,"Bar, Casual Dining",119,4.0,1700,"Asian, Sushi",0,0,0,0,0
296,Baner,"Takeaway, Delivery",183,4.1,0,"North Indian, Fast Food",0,0,0,0,0
297,Bavdhan,Casual Dining,150,4.0,1200,"North Indian, Mughlai, Biryani",0,0,0,0,0
298,JM Road,Quick Bites,1193,4.0,300,"Street Food, Fast Food",0,1,0,0,0
299,Bavdhan,"Takeaway, Delivery",0,0.0,0,"North Indian, Fast Food, Asian",0,0,0,0,0
300,Kharadi,Delivery,0,0.0,0,"Burger, Fast Food",0,0,0,0,0
301,Pimpri Chinchwad Area,Delivery,252,3.6,0,Biryani,0,0,0,0,0
302,Baner,Casual Dining,297,4.1,800,"South Indian, North Indian, Chinese, Biryani, Sandwich, Desserts, Beverages",0,1,0,0,0
303,Wadgaon Sheri,Delivery,0,0.0,0,North Indian,0,0,0,0,0
304,FC Road,"Café, Casual Dining",206,3.9,1200,"Cafe, Continental, Mediterranean, Desserts",0,1,0,0,0
305,Camp Area,"Casual Dining, Bar",37,3.7,1100,"Continental, North Indian, Bar Food, Chinese",0,0,0,0,0
306,Kothrud,"Bakery, Dessert Parlor",151,4.3,300,"Bakery, Desserts",0,0,0,0,0
307,Kothrud,Quick Bites,468,4.3,250,Momos,0,0,0,0,0
308,Kondhwa,Casual Dining,546,4.0,550,"North Indian, South Indian, Chinese, Street Food, Fast Food, Desserts, Beverages",0,1,0,0,0
309,Pimpri,Casual Dining,483,4.0,800,"Continental, Chinese, North Indian",0,0,0,0,0
310,FC Road,Casual Dining,985,4.2,800,"Maharashtrian, South Indian",0,1,0,0,0
311,Shivaji Nagar,"Casual Dining, Bar",95,4.2,1100,"North Indian, Mughlai, Seafood",0,0,1,0,1
312,Wanowrie Kondhwa Area,"Food Truck, Dessert Parlor",1070,4.8,300,Desserts,0,0,0,0,0
313,Chinchwad,Casual Dining,455,4.1,800,"North Indian, Chinese, Mexican, Italian",0,1,0,0,0
314,Baner,"Bar, Casual Dining",1856,4.0,1400,"Continental, Italian, Asian, North Indian",0,0,0,0,0
315,NIBM Road,"Casual Dining, Bar",389,4.3,1500,"Continental, Asian, North Indian",0,0,0,0,0
316,Magarpatta,Casual Dining,1104,3.9,500,"North Indian, Chinese",0,0,0,0,0
317,Viman Nagar,Casual Dining,1675,4.0,600,"Chinese, North Indian, Kerala, Mughlai",0,0,0,0,0
318,Chandan Nagar,Delivery,72,4.2,0,Fast Food,0,0,0,0,0
319,Hinjawadi,Delivery,109,3.9,0,"Bakery, Chinese",0,0,0,0,0
320,Lonavala,Casual Dining,436,4.4,1900,"North Indian, Asian, Finger Food",0,0,0,0,0
321,Kothrud,Quick Bites,127,3.9,400,"North Indian, Chinese, Biryani",0,0,0,0,0
322,Viman Nagar,Quick Bites,2010,4.1,600,"Pizza, Fast Food, Beverages",0,0,0,0,0
323,Baner,Delivery,0,0.0,0,"Biryani, Chinese, Fast Food",0,0,0,0,0
324,Kharadi,"Casual Dining, Bar",391,4.4,1200,"American, Burger",0,0,0,0,0
325,Kharadi,"Takeaway, Delivery",161,4.1,0,Rolls,0,0,0,0,0
326,Erandwane,Casual Dining,689,3.8,500,"Maharashtrian, North Indian",0,1,0,0,1
327,Hadapsar,Delivery,0,0.0,0,Biryani,0,0,0,0,0
328,Wakad,Delivery,172,4.0,0,Chinese,0,0,0,0,0
329,Ravet,Quick Bites,100,3.5,300,"Rajasthani, North Indian",0,1,0,0,0
330,Baner,Club,719,3.8,1800,Finger Food,0,0,0,0,0
331,Senapati Bapat Road,Fine Dining,687,4.4,3000,"Italian, Salad",0,0,0,0,1
332,Viman Nagar,Casual Dining,2144,4.1,1000,Chinese,0,0,0,0,0
333,Hinjawadi,Quick Bites,218,3.9,450,"Burger, Fast Food",0,0,0,0,0
334,Aundh,Casual Dining,1980,4.2,1200,"Biryani, North Indian, Mughlai, Lucknowi",0,0,0,0,0
335,Viman Nagar,"Bar, Casual Dining",218,4.1,1800,"Chinese, Italian",0,0,0,0,0
336,Koregaon Park,Café,268,4.4,1000,"Cafe, Salad, Healthy Food, Sandwich, Italian, Beverages, Desserts",0,0,0,1,0
337,Kondhwa,Casual Dining,988,3.9,550,"North Indian, South Indian, Fast Food",0,1,0,0,0
338,Chandan Nagar,Casual Dining,525,4.0,850,"South Indian, Street Food, Chinese, Fast Food, North Indian, Beverages",0,1,1,0,1
339,Kothrud,Café,641,4.4,300,"Cafe, Desserts",0,0,0,0,0
340,Aundh,Casual Dining,152,3.7,800,"Biryani, North Indian, Mughlai",0,0,0,0,0
341,Kothrud,Quick Bites,0,0.0,500,"Fast Food, South Indian, Street Food, Ice Cream, North Indian",0,0,0,0,0
342,Pimple Saudagar,"Casual Dining, Bar",2563,4.1,1200,"Biryani, North Indian, Seafood, Mughlai",0,0,0,0,0
343,Hadapsar,"Casual Dining, Bar",0,0.0,1400,"North Indian, Chinese, Continental, Bar Food",0,0,0,0,0
344,Bavdhan,Quick Bites,250,4.3,500,"European, Italian, Mexican",0,0,0,0,0
345,Sadashiv Peth,Quick Bites,43,3.8,100,Street Food,0,0,0,0,0
346,Dange Chowk,Quick Bites,48,3.7,400,"Pizza, Fast Food, Italian",0,0,0,0,0
347,Camp Area,Casual Dining,1767,3.9,400,"North Indian, Chinese, Mughlai",0,0,0,0,0
348,Koregaon Park,Quick Bites,488,4.2,250,"Sandwich, Fast Food",0,1,0,0,0
349,Magarpatta,"Bakery, Dessert Parlor",317,3.7,350,"Bakery, Desserts, Fast Food, Beverages",0,1,0,0,0
350,Wakad,"Casual Dining, Bar",524,3.8,900,"North Indian, Chinese, Continental, Mughlai, Beverages",0,0,0,0,0
351,Aundh,Casual,549,4.0,0,"Mughlai, North Indian, Kebab, Biryani",0,0,0,0,0
352,Baner,Café,67,4.1,850,"Cafe, Fast Food, Continental",0,0,0,0,0
353,Kothrud,Casual Dining,816,3.9,900,"Chinese, Mughlai, North Indian",0,1,0,0,0
354,Baner,"Casual Dining, Lounge",1707,3.9,1800,"American, Chinese, North Indian",0,0,0,0,0
355,Kalyani Nagar,"Lounge, Casual Dining",0,0.0,1300,"North Indian, Continental, Mediterranean",0,0,0,0,0
356,Viman Nagar,Casual Dining,679,4.5,1100,"Goan, Seafood",0,0,0,0,0
357,Khadki,Casual Dining,2244,4.5,600,North Indian,0,1,0,0,0
358,Mundhwa,Pub,2445,4.2,2000,"Finger Food, North Indian, Italian, Continental",0,0,0,0,0
359,Mundhwa,Pub,2445,4.2,2000,"Finger Food, North Indian, Italian, Continental",0,0,0,0,0
360,Pashan,Casual Dining,793,4.4,600,"Continental, Italian, European, Beverages, Desserts",0,0,0,0,0
361,Koregaon Park,Casual Dining,237,4.3,1000,"North Indian, Beverages",0,1,0,0,0
362,Kharadi,Quick Bites,33,3.5,200,North Indian,0,0,0,0,0
363,Aundh,Café,702,4.3,600,"Beverages, Tea, Continental, Mexican, Italian, North Indian, Fast Food, Cafe",0,1,1,0,0
364,Deccan Gymkhana,Quick Bites,1786,4.0,150,Street Food,0,1,0,0,0
365,Bavdhan,Quick Bites,282,4.1,650,Fast Food,0,0,0,0,1
366,Kharadi,Casual Dining,2521,4.3,750,"Chinese, Thai, Asian",0,0,0,0,0
367,Shivaji Nagar,"Bar, Casual Dining",184,4.1,1400,"Chinese, Continental, Italian",0,0,0,0,1
368,Aundh,"Café, Casual Dining",824,4.4,1000,"Cafe, European, Mediterranean, Continental, Salad",0,0,0,0,0
369,Kalyani Nagar,"Bar, Café",2919,4.3,2000,"Continental, North Indian, Asian, Pizza",0,0,0,0,1
370,Viman Nagar,Lounge,971,4.1,1600,"North Indian, Chinese, Fast Food, Bar Food",0,0,0,0,0
371,Baner,"Casual Dining, Bar",72,3.9,1500,"Italian, Asian, North Indian, Mexican, Continental",0,0,0,0,0
372,Hinjawadi,Casual Dining,157,4.0,1500,"North Indian, Chinese",0,0,0,0,0
373,Kothrud,"Lounge, Casual Dining",631,3.9,1500,"North Indian, Chinese, Continental",0,0,0,0,0
374,Erandwane,Quick Bites,415,4.4,150,Street Food,0,1,0,0,0
375,Kothrud,"Takeaway, Delivery",76,3.8,0,"Healthy Food, Salad, North Indian, Continental, Beverages",0,0,0,0,0
376,Hinjawadi,Food Court,140,3.7,250,North Indian,0,0,0,0,0
377,Hadapsar,Delivery,46,3.8,0,Chinese,0,0,0,0,0
378,Hadapsar,Quick Bites,234,4.3,150,Street Food,0,1,0,0,0
379,Magarpatta,Quick Bites,48,3.7,350,"North Indian, Chinese",0,0,0,0,0
380,MG Road,"Casual Dining, Bar",358,4.2,1200,"North Indian, Asian, Italian",0,0,0,0,1
381,Baner,"Casual Dining, Bar",78,3.9,800,"Italian, Japanese, North Indian, Mughlai, Chinese",0,0,0,0,0
382,Wakad,Café,119,3.9,300,"Cafe, Chinese, South Indian, North Indian",0,1,0,0,0
383,Kharadi,"Fine Dining, Bar",409,4.5,2200,"Mughlai, North Indian",0,0,0,0,0
384,Baner,Casual Dining,671,4.0,1000,"Biryani, North Indian, Kebab, Mughlai",0,0,0,0,0
385,Hinjawadi,"Casual Dining, Bar",0,0.0,1200,"BBQ, Continental, Italian, Momos, Sushi",0,0,0,0,0
386,Mundhwa,"Fine Dining, Bar",700,4.3,2100,"Continental, Asian, North Indian, Salad, Fast Food, Italian, Desserts",0,0,1,0,1
387,Kothrud,"Casual Dining, Dessert Parlor",599,4.4,1200,"Salad, Continental, Italian, Mexican, Desserts, Beverages",0,0,0,0,0
388,Fatima Nagar,Quick Bites,40,3.5,500,"North Indian, Mughlai, Chinese, Biryani",0,0,0,0,0
389,Baner,Casual Dining,19,3.5,1500,"North Indian, Mughlai, Biryani",0,0,0,0,0
390,Baner,"Bakery, Quick Bites",418,4.4,400,"Bakery, Desserts, Fast Food, Beverages",0,0,0,0,0
391,Hinjawadi,Quick Bites,409,4.2,150,South Indian,0,0,0,0,0
392,Kharadi,Delivery,55,3.8,0,"Burger, Fast Food",0,0,0,0,0
393,Magarpatta,Quick Bites,52,3.7,350,Chinese,0,0,0,0,0
394,Aundh,Delivery,209,3.7,0,North Indian,0,0,0,0,0
395,Wadgaon Sheri,Delivery,204,4.0,0,Chinese,0,0,0,0,0
396,Koregaon Park,"Bar, Casual Dining",2812,4.1,1300,"Continental, North Indian, Finger Food, Seafood",0,0,0,0,0
397,Baner,Casual Dining,921,4.1,1100,"North Indian, Chinese, Continental, Biryani, Rolls, Desserts, Beverages",0,1,0,0,0
398,Baner,"Casual Dining, Bar",580,4.1,1400,"Italian, Mexican",0,1,0,0,0
399,Deccan Gymkhana,"Sweet Shop, Quick Bites",767,4.3,350,"Street Food, Mithai",0,1,0,0,0
400,Viman Nagar,"Café, Dessert Parlor",0,0.0,600,"Cafe, Italian, Continental, Pizza, Desserts",0,0,0,0,0
401,Budhwar Peth,Quick Bites,403,4.5,300,Fast Food,0,1,0,0,0
402,Pimple Nilakh,Dessert Parlor,169,4.6,300,"Desserts, Beverages",0,1,0,0,0
403,Camp Area,Quick Bites,240,4.5,200,South Indian,0,1,0,0,0
404,Law College Road,Café,1456,4.4,700,"Cafe, Fast Food, Beverages",0,0,0,0,0
405,Aundh,Quick Bites,97,3.8,400,"North Indian, Biryani, Kebab",0,0,0,0,0
406,Wakad,Quick Bites,363,3.9,400,"Mughlai, Chinese, Biryani",0,0,0,0,0
407,Baner,"Bar, Casual Dining",621,4.4,1800,"Finger Food, Continental, European, South Indian",0,0,0,0,0
408,Aundh,"Takeaway, Delivery",46,3.7,0,"Biryani, North Indian, Mughlai",0,0,0,0,0
409,Karve Nagar,Quick Bites,439,3.7,500,"North Indian, Chinese, Biryani",0,0,0,0,0
410,SB Road - Aundh,Delivery,297,4.0,0,"Mughlai, Biryani",0,0,0,0,0
411,Koregaon Park,"Casual Dining, Bar",2683,4.3,1300,"European, Italian, Salad",0,0,0,0,0
412,Baner,"Casual Dining, Bar",1465,3.9,1200,"Continental, Italian, North Indian, Chinese, Mughlai, Thai, Salad, Desserts",0,0,0,0,1
413,Camp Area,Casual Dining,370,3.9,600,"North Indian, Chinese",0,1,0,0,0
414,Viman Nagar,"Quick Bites, Dessert Parlor",396,4.5,500,"Cafe, European, Desserts",0,0,0,0,0
415,SB Road - Aundh,"Dessert Parlor, Food Truck",741,4.8,200,Desserts,0,0,0,0,0
416,Erandwane,Casual Dining,310,4.2,1500,"Mediterranean, Continental",0,0,0,0,0
417,Kothrud,Quick Bites,0,0.0,450,"North Indian, Chinese, Mughlai",0,0,0,0,0
418,Shivaji Nagar,Quick Bites,89,3.7,500,"Italian, Fast Food",0,1,0,0,0
419,Pimple Saudagar,Delivery,86,3.8,0,"Beverages, Cafe, Coffee, Continental, Fast Food, Italian, Pizza, Salad",0,0,0,0,0
420,Balewadi,"Casual Dining, Bar",262,4.1,1400,"Seafood, Maharashtrian",0,0,0,0,0
421,Bund Garden Road,Fine Dining,557,4.4,3000,"North Indian, Asian, European",0,0,0,0,1
422,Viman Nagar,"Fine Dining, Bar",645,4.3,2600,"North Indian, Asian, Continental",0,0,0,0,1
423,Wakad,Quick Bites,103,3.8,200,Street Food,0,1,0,0,0
424,Wadgaon Sheri,Delivery,0,3.5,0,Sandwich,0,0,0,0,0
425,Balewadi,"Takeaway, Delivery",66,3.7,0,Chinese,0,0,0,0,0
426,Viman Nagar,Delivery,123,4.1,0,"North Indian, Chinese",0,0,0,0,0
427,Wanowrie Kondhwa Area,Delivery,0,0.0,0,Biryani,0,0,0,0,0
428,Pimple Saudagar,Quick Bites,286,4.3,150,Street Food,0,1,0,0,0
429,Balewadi,Casual Dining,0,0.0,1500,"Continental, Asian, Beverages",0,0,0,0,0
430,Warje,Casual Dining,949,3.8,600,"North Indian, South Indian, Chinese, Fast Food, Thai, Mughlai",0,1,0,0,0
431,Viman Nagar,"Casual Dining, Bar",1213,4.5,1500,"Italian, Continental, European",0,0,0,0,0
432,Lonavala,"Fine Dining, Bar",806,4.6,2100,"Continental, European, Italian, North Indian, Asian",0,0,0,0,0
433,Baner,Casual Dining,614,4.2,1000,Asian,0,0,0,0,0
434,Yerawada,Casual Dining,0,0.0,2000,"North Indian, Asian, European",0,0,0,0,0
435,Kondhwa,Quick Bites,236,4.3,100,Street Food,0,0,0,0,0
436,Aundh,"Takeaway, Delivery",289,3.8,0,"North Indian, Mughlai, Biryani",0,0,0,0,0
437,Baner,Quick Bites,231,3.5,400,"Chinese, Fast Food",0,0,0,0,0
438,Lonavala,Casual Dining,244,4.2,1500,"North Indian, South Indian",0,1,0,0,0
439,Viman Nagar,Casual Dining,870,4.1,300,"South Indian, Chinese",0,1,0,0,0
440,Katraj,Quick Bites,0,0.0,300,"Pizza, Fast Food",0,0,0,0,0
441,Wagholi,Casual Dining,535,3.9,500,Maharashtrian,0,0,0,0,0
442,Kothrud,Casual Dining,923,4.2,600,North Indian,0,1,0,0,0
443,Shivaji Nagar,"Casual Dining, Bar",277,4.0,1500,"European, Italian, Sandwich, Beverages",0,0,0,0,0
444,Koregaon Park,Lounge,1049,3.9,2500,North Indian,0,0,0,0,0
445,JM Road,"Casual Dining, Bar",44,3.9,1400,"Seafood, Mangalorean, Kerala, Goan",0,0,0,0,0
446,Bund Garden Road,Casual Dining,58,3.7,1000,"Modern Indian, North Indian",0,1,0,0,0
447,Shivaji Nagar,Casual Dining,0,0.0,600,"Chinese, Fast Food, Italian",0,1,0,0,0
448,Akurdi,Quick Bites,698,4.2,350,"Lebanese, Rolls",0,0,0,0,0
449,Senapati Bapat Road,Quick Bites,39,3.5,300,Maharashtrian,0,1,0,0,0
450,Kharadi,Café,206,4.3,500,"Cafe, Italian",0,1,0,0,0
451,Bund Garden Road,Fine Dining,158,4.3,3000,North Indian,0,0,0,0,0
452,Chinchwad,Casual Dining,317,3.5,700,"North Indian, Chinese, Seafood",0,0,0,0,0
453,Aundh,"Casual Dining, Bar",287,3.9,1600,"North Indian, Mughlai, Beverages",0,0,0,0,0
454,Sadashiv Peth,Quick Bites,1235,3.9,150,Street Food,0,1,0,0,0
455,Kothrud,Quick Bites,55,3.8,300,"Fast Food, Beverages",0,0,0,0,0
456,Koregaon Park,Café,358,4.3,800,"Cafe, Italian",0,0,0,0,0
457,Bibvewadi,Casual Dining,546,4.0,800,"Maharashtrian, Kebab, Biryani, Seafood, Malwani",0,0,0,0,0
458,Rasta Peth,Casual Dining,773,4.4,500,North Indian,0,1,0,0,0
459,Baner,Quick Bites,38,4.4,700,"Italian, American, Desserts",0,0,0,0,0
460,Pimple Saudagar,Quick Bites,88,3.2,500,"Pizza, Fast Food",0,0,0,0,0
461,Baner,Casual Dining,0,0.0,1000,"North Indian, Continental",0,0,0,0,0
462,Baner,Café,0,0.0,700,"Pizza, Italian, Continental, Desserts, Beverages",0,1,0,0,0
463,Kothrud,Casual Dining,1819,4.4,1200,Italian,0,0,0,0,0
464,Ravet,Bakery,47,3.7,300,"Bakery, Fast Food",0,0,0,0,0
465,Shivaji Nagar,"Casual Dining, Bar",359,4.1,1000,"South Indian, North Indian, Chinese, Malwani, Fast Food",0,0,0,0,0
466,KP and Kalyani,Delivery,531,4.2,0,"Healthy Food, Salad",0,0,0,0,0
467,Hinjawadi,Quick Bites,389,3.6,800,"Biryani, Mughlai, North Indian, Chinese",0,0,0,0,0
468,Baner,Casual Dining,118,3.9,800,Maharashtrian,0,0,0,0,0
469,Hadapsar,Delivery,0,0.0,0,"Chinese, Fast Food, Biryani",0,0,0,0,0
470,Viman Nagar,"Café, Casual Dining",1887,4.4,800,"Cafe, Continental, American, Parsi, Salad",0,0,0,0,0
471,Koregaon Park,Café,78,4.1,900,"Cafe, Desserts",0,0,0,0,0
472,Pimple Nilakh,Delivery,41,3.9,0,"Kebab, Continental, North Indian, Lucknowi, European, Middle Eastern",0,0,0,0,0
473,NIBM Road,Quick Bites,230,4.0,300,"Burger, Lebanese, Fast Food",0,0,0,0,0
474,NIBM Road,Quick Bites,96,3.9,350,"Street Food, Sandwich, South Indian, North Indian, Beverages",0,0,0,0,0
475,Kondhwa,Café,50,3.3,600,"Cafe, Continental, Italian, Beverages",0,0,0,0,0
476,Bavdhan,"Casual Dining, Bar",319,3.9,1500,"North Indian, Continental, Chinese",0,0,0,0,0
477,Kothrud,"Casual Dining, Bar",1814,3.9,1200,"North Indian, Asian, Kebab, Seafood, Continental, Italian, Desserts",0,0,0,0,0
478,FC Road,Casual Dining,1514,3.8,1000,"North Indian, Mughlai",0,1,0,0,0
479,East Street,"Pub, Café",3865,4.1,1600,"Continental, North Indian, Seafood, Cafe, Salad, Chinese",0,0,0,0,1
480,Yerawada,Casual Dining,337,4.5,1000,"Continental, North Indian, Italian, Asian",0,1,1,0,0
481,Balewadi,Casual Dining,81,3.6,700,"North Indian, South Indian",0,1,0,0,0
482,Baner,"Casual Dining, Bar",56,4.6,1500,"North Indian, Mughlai, Biryani, Desserts",0,0,0,0,0
483,Kharadi,Delivery,33,3.7,0,North Indian,0,0,0,0,0
484,Kothrud,"Casual Dining, Bar",168,4.0,1400,"North Indian, Chinese, Continental",0,0,0,0,0
485,Kalyani Nagar,"Café, Bakery",588,4.8,600,"Bakery, European",0,0,0,0,0
486,Pimpri,Bar,921,4.2,1300,"Finger Food, Momos, Chinese, Pizza",0,0,0,0,0
487,Nigdi,Casual Dining,450,3.5,650,"Chinese, North Indian, South Indian",0,1,0,0,0
488,Mundhwa,"Casual Dining, Bar",91,4.0,1000,"North Indian, Chinese, Continental, Finger Food",0,0,0,0,0
489,Kalyani Nagar,Bakery,247,4.2,500,Bakery,0,0,0,0,0
490,Kharadi,"Takeaway, Delivery",34,3.6,0,"North Indian, South Indian, Fast Food, Street Food",0,0,0,0,0
491,Koregaon Park,"Dessert Parlor, Bakery",564,4.4,600,"Bakery, Desserts",0,0,1,1,0
492,Aundh,Quick Bites,254,4.0,650,"North Indian, Mughlai, Biryani",0,0,0,0,0
493,Camp Area,Casual Dining,1798,4.0,1000,"Continental, North Indian, Seafood",0,0,0,0,0
494,FC Road,"Bar, Casual Dining",2008,4.1,1200,"North Indian, Continental, Italian, Chinese, Salad",0,0,0,0,0
495,Yerawada,"Casual Dining, Bar",537,4.0,1300,"North Indian, Biryani",0,0,0,0,1
496,Ravet,Quick Bites,48,3.6,350,"Maharashtrian, North Indian",0,0,0,0,0
497,Pashan,Casual Dining,60,3.6,950,Chinese,0,0,0,0,0
498,Kalyani Nagar,Casual Dining,126,4.8,800,"Healthy Food, Salad, Beverages",0,0,0,0,0
499,Magarpatta,Casual Dining,137,3.9,1000,"Continental, North Indian, Chinese",0,0,0,0,0
500,Narhe,"Casual Dining, Bar",43,3.7,1000,"Chinese, Burger, Pizza, North Indian, Continental",0,0,0,0,0
501,Baner,"Takeaway, Delivery",102,4.0,0,"Malwani, North Indian, Chinese, Fast Food",0,0,0,0,0
502,Erandwane,Casual Dining,573,4.4,1200,"North Indian, European, Asian, Italian",0,1,0,0,0
503,Aundh,Casual Dining,116,3.8,900,North Indian,0,0,0,0,0
504,Pimple Nilakh,Delivery,346,4.1,0,Fast Food,0,1,0,0,0
505,Baner,Casual Dining,652,4.0,1100,"North Indian, Fast Food, Chinese, Burger, Pizza, Beverages",0,0,0,0,0
506,Magarpatta,"Takeaway, Delivery",209,3.9,0,South Indian,0,0,0,0,0
507,Lonavala,Bar,123,4.1,1000,Finger Food,0,0,0,0,0
508,Aundh,Casual Dining,638,3.8,800,"Awadhi, Lucknowi, North Indian, Biryani",0,0,0,0,0
509,Akurdi,Casual Dining,396,4.0,700,"North Indian, Chinese, South Indian, Seafood",0,0,0,0,0
